shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape4,convex_area1,2,21,same,9,4283.4,v001,different,shape4_convex_area1,0,convex,14
shape5,no_change4,2,22,same,9,3115.9,v001,same,shape5_no_change4,1,none,14
shape6,concave_nofill_area1,2,23,different,9,2425.3,v001,different,shape6_concave_nofill_area1,1,concave_nofill,14
shape7,no_change2,2,24,different,9,2905.5,v001,same,shape7_no_change2,0,none,14
shape8,no_change3,2,25,same,9,2781.6,v001,same,shape8_no_change3,1,none,14
catch_shape,change3,2,26,different,9,2833.7,v001,different,catch_shape_change3,1,none,14
shape1,no_change1,3,27,same,9,3098.7,v001,same,shape1_no_change1,1,none,14
shape7,no_change5,3,28,same,9,2915.4,v001,same,shape7_no_change5,1,none,14
shape6,convex_area1,3,29,different,9,2698.3,v001,different,shape6_convex_area1,1,convex,14
shape2,concave_nofill_area1,3,30,different,9,2006.7,v001,different,shape2_concave_nofill_area1,1,concave_nofill,14
shape8,concave_nofill_area1,3,31,different,9,3047,v001,different,shape8_concave_nofill_area1,1,concave_nofill,14
catch_shape,change1,3,32,different,9,1893,v001,different,catch_shape_change1,1,none,14
shape5,no_change1,3,33,same,9,3810.6,v001,same,shape5_no_change1,1,none,14
shape3,no_change3,3,34,same,9,3169.6,v001,same,shape3_no_change3,1,none,14
shape4,no_change5,3,35,same,9,2957,v001,same,shape4_no_change5,1,none,14
shape1,no_change3,4,36,same,9,6688.9,v001,same,shape1_no_change3,1,none,14
catch_shape,no_change5,4,37,same,9,2685.7,v001,same,catch_shape_no_change5,1,none,14
shape2,no_change6,4,38,same,9,6402.9,v001,same,shape2_no_change6,1,none,14
shape3,no_change6,4,39,same,9,3183.4,v001,same,shape3_no_change6,1,none,14
shape6,convex_area2,4,40,different,9,4648.1,v001,different,shape6_convex_area2,1,convex,14
shape8,concave_area1,4,41,different,9,3219.6,v001,different,shape8_concave_area1,1,concave,14
shape5,no_change3,4,42,same,9,4593.1,v001,same,shape5_no_change3,1,none,14
shape4,no_change4,4,43,same,9,2790.5,v001,same,shape4_no_change4,1,none,14
shape7,concave_area2,4,44,different,9,2473.4,v001,different,shape7_concave_area2,1,concave,14
shape1,no_change4,5,45,same,4,3568.3,v001,same,shape1_no_change4,1,none,14
shape8,convex_area2,5,46,different,5,3809.7,v001,different,shape8_convex_area2,1,convex,14
shape2,convex_area1,5,47,different,9,3440.1,v001,different,shape2_convex_area1,1,convex,14
shape7,concave_area1,5,48,different,9,2213.7,v001,different,shape7_concave_area1,1,concave,14
catch_shape,no_change3,5,49,same,9,8002.1,v001,same,catch_shape_no_change3,1,none,14
shape6,concave_area2,5,50,different,9,2833.7,v001,different,shape6_concave_area2,1,concave,14
shape5,concave_area1,5,51,different,9,7335.3,v001,different,shape5_concave_area1,1,concave,14
shape3,concave_area2,5,52,same,9,1769.9,v001,different,shape3_concave_area2,0,concave,14
shape4,no_change3,5,53,same,9,1985.7,v001,same,shape4_no_change3,1,none,14
shape5,convex_area2,6,54,different,9,2575.4,v001,different,shape5_convex_area2,1,convex,14
shape4,no_change2,6,55,same,9,2973.3,v001,same,shape4_no_change2,1,none,14
catch_shape,change4,6,56,different,9,2396.6,v001,different,catch_shape_change4,1,none,14
shape6,no_change1,6,57,same,9,3543.3,v001,same,shape6_no_change1,1,none,14
shape3,concave_nofill_area2,6,58,same,9,1770.1,v001,different,shape3_concave_nofill_area2,0,concave_nofill,14
shape2,no_change5,6,59,same,9,3539.2,v001,same,shape2_no_change5,1,none,14
shape1,no_change5,6,60,same,9,2657.3,v001,same,shape1_no_change5,1,none,14
shape7,concave_nofill_area1,6,61,same,9,3392.5,v001,different,shape7_concave_nofill_area1,0,concave_nofill,14
shape8,no_change4,6,62,same,9,2315.8,v001,same,shape8_no_change4,1,none,14
shape6,no_change3,7,63,same,9,1151.5,v001,same,shape6_no_change3,1,none,14
shape4,concave_nofill_area2,7,64,different,9,3070.7,v001,different,shape4_concave_nofill_area2,1,concave_nofill,14
shape3,no_change5,7,65,same,9,2481.3,v001,same,shape3_no_change5,1,none,14
shape7,convex_area2,7,66,different,9,2334.4,v001,different,shape7_convex_area2,1,convex,14
shape8,no_change5,7,67,same,9,2818.2,v001,same,shape8_no_change5,1,none,14
shape1,convex_area2,7,68,different,9,2505.3,v001,different,shape1_convex_area2,1,convex,14
catch_shape,change6,7,69,different,9,2486.9,v001,different,catch_shape_change6,1,none,14
shape2,no_change3,7,70,same,9,3397.1,v001,same,shape2_no_change3,1,none,14
shape5,no_change6,7,71,different,9,2746.4,v001,same,shape5_no_change6,0,none,14
shape7,no_change6,8,72,different,9,3036.6,v001,same,shape7_no_change6,0,none,14
shape1,no_change6,8,73,same,2,2777.3,v001,same,shape1_no_change6,1,none,14
shape2,concave_area2,8,74,different,9,1862.7,v001,different,shape2_concave_area2,1,concave,14
catch_shape,no_change2,8,75,same,9,3412.3,v001,same,catch_shape_no_change2,1,none,14
shape3,convex_area1,8,76,same,9,2636.2,v001,different,shape3_convex_area1,0,convex,14
shape5,convex_area1,8,77,different,9,3187.7,v001,different,shape5_convex_area1,1,convex,14
shape4,convex_area2,8,78,different,9,2168,v001,different,shape4_convex_area2,1,convex,14
shape8,convex_area1,8,79,different,9,1547.2,v001,different,shape8_convex_area1,1,convex,14
shape6,no_change2,8,80,same,9,1981.7,v001,same,shape6_no_change2,1,none,14
shape5,concave_nofill_area2,9,81,different,9,1386.7,v001,different,shape5_concave_nofill_area2,1,concave_nofill,14
shape4,concave_area2,9,82,different,9,1596.2,v001,different,shape4_concave_area2,1,concave,14
shape6,concave_nofill_area2,9,83,different,9,2547.7,v001,different,shape6_concave_nofill_area2,1,concave_nofill,14
shape7,no_change1,9,84,different,9,2427.1,v001,same,shape7_no_change1,0,none,14
shape1,convex_area1,9,85,different,9,2419.6,v001,different,shape1_convex_area1,1,convex,14
shape2,no_change4,9,86,same,9,4122.8,v001,same,shape2_no_change4,1,none,14
shape8,no_change6,9,87,same,9,4657.8,v001,same,shape8_no_change6,1,none,14
shape3,no_change1,9,88,same,9,1930.9,v001,same,shape3_no_change1,1,none,14
catch_shape,change5,9,89,different,9,1801.2,v001,different,catch_shape_change5,1,none,14
shape7,convex_area1,10,90,different,9,2429,v001,different,shape7_convex_area1,1,convex,14
shape1,concave_nofill_area1,10,91,different,9,1881.4,v001,different,shape1_concave_nofill_area1,1,concave_nofill,14
shape2,concave_area1,10,92,different,9,3436.4,v001,different,shape2_concave_area1,1,concave,14
shape5,concave_nofill_area1,10,93,different,9,1663.8,v001,different,shape5_concave_nofill_area1,1,concave_nofill,14
shape8,concave_area2,10,94,different,2,2396.2,v001,different,shape8_concave_area2,1,concave,14
catch_shape,no_change1,10,95,same,9,2503.1,v001,same,catch_shape_no_change1,1,none,14
shape3,concave_area1,10,96,same,9,2476.2,v001,different,shape3_concave_area1,0,concave,14
shape4,concave_nofill_area1,10,97,different,9,1766.4,v001,different,shape4_concave_nofill_area1,1,concave_nofill,14
shape6,no_change4,10,98,same,9,1156.5,v001,same,shape6_no_change4,1,none,14
shape2,convex_area2,11,99,different,9,1479.3,v001,different,shape2_convex_area2,1,convex,14
shape8,concave_nofill_area2,11,100,different,9,980.2,v001,different,shape8_concave_nofill_area2,1,concave_nofill,14
catch_shape,no_change6,11,101,same,9,2387.6,v001,same,catch_shape_no_change6,1,none,14
shape7,no_change3,11,102,same,9,3136.6,v001,same,shape7_no_change3,1,none,14
shape4,no_change1,11,103,same,9,1733.6,v001,same,shape4_no_change1,1,none,14
shape1,concave_area1,11,104,different,9,2105.4,v001,different,shape1_concave_area1,1,concave,14
shape3,convex_area2,11,105,same,5,3964.4,v001,different,shape3_convex_area2,0,convex,14
shape5,no_change5,11,106,same,9,1942,v001,same,shape5_no_change5,1,none,14
shape6,no_change6,11,107,same,9,4074.1,v001,same,shape6_no_change6,1,none,14
shape2,no_change1,0,0,different,9,7573.1,v001,same,shape2_no_change1,0,none,15
catch_shape,no_change1,0,1,same,9,5778.3,v001,same,catch_shape_no_change1,1,none,15
shape3,no_change1,0,2,same,9,3224.1,v001,same,shape3_no_change1,1,none,15
shape4,no_change6,0,3,same,9,2370.8,v001,same,shape4_no_change6,1,none,15
shape7,no_change5,0,4,same,9,2264.2,v001,same,shape7_no_change5,1,none,15
shape8,concave_area2,0,5,same,9,2093.8,v001,different,shape8_concave_area2,0,concave,15
shape1,concave_nofill_area2,0,6,same,9,2934.8,v001,different,shape1_concave_nofill_area2,0,concave_nofill,15
shape5,no_change1,0,7,same,9,2767.1,v001,same,shape5_no_change1,1,none,15
shape6,no_change2,0,8,same,9,2664.5,v001,same,shape6_no_change2,1,none,15
shape3,no_change4,1,9,same,9,2828.4,v001,same,shape3_no_change4,1,none,15
shape2,no_change2,1,10,same,9,3104.6,v001,same,shape2_no_change2,1,none,15
catch_shape,change3,1,11,different,9,3360.3,v001,different,catch_shape_change3,1,none,15
shape8,concave_nofill_area2,1,12,same,9,3491.6,v001,different,shape8_concave_nofill_area2,0,concave_nofill,15
shape6,no_change1,1,13,same,9,1966.5,v001,same,shape6_no_change1,1,none,15
shape4,concave_nofill_area1,1,14,same,9,2452.8,v001,different,shape4_concave_nofill_area1,0,concave_nofill,15
shape5,convex_area2,1,15,same,9,2461.8,v001,different,shape5_convex_area2,0,convex,15
shape7,no_change1,1,16,same,9,3551.2,v001,same,shape7_no_change1,1,none,15
shape1,concave_area2,1,17,same,9,4163.2,v001,different,shape1_concave_area2,0,concave,15
shape3,no_change2,2,18,same,9,4636.1,v001,same,shape3_no_change2,1,none,15
shape2,concave_area2,2,19,same,9,2818.4,v001,different,shape2_concave_area2,0,concave,15
catch_shape,no_change2,2,20,same,9,3508.3,v001,same,catch_shape_no_change2,1,none,15
shape1,no_change4,2,21,same,9,4332,v001,same,shape1_no_change4,1,none,15
shape7,no_change6,2,22,same,9,3625.4,v001,same,shape7_no_change6,1,none,15
shape8,no_change3,2,23,same,9,1960.2,v001,same,shape8_no_change3,1,none,15
shape6,no_change5,2,24,same,9,3607.8,v001,same,shape6_no_change5,1,none,15
shape5,concave_nofill_area1,2,25,same,9,3173.8,v001,different,shape5_concave_nofill_area1,0,concave_nofill,15
shape4,concave_nofill_area2,2,26,different,6,7290.7,v001,different,shape4_concave_nofill_area2,1,concave_nofill,15
shape7,convex_area2,3,27,same,9,2425.4,v001,different,shape7_convex_area2,0,convex,15
shape1,no_change1,3,28,same,9,2736,v001,same,shape1_no_change1,1,none,15
shape6,no_change4,3,29,same,9,2400.6,v001,same,shape6_no_change4,1,none,15
shape2,concave_nofill_area1,3,30,different,9,3081,v001,different,shape2_concave_nofill_area1,1,concave_nofill,15
shape5,convex_area1,3,31,different,5,3837.6,v001,different,shape5_convex_area1,1,convex,15
catch_shape,change2,3,32,different,9,3244.4,v001,different,catch_shape_change2,1,none,15
shape3,no_change6,3,33,same,9,2178.4,v001,same,shape3_no_change6,1,none,15
shape8,convex_area1,3,34,same,9,1853.7,v001,different,shape8_convex_area1,0,convex,15
shape4,no_change2,3,35,same,9,2325.9,v001,same,shape4_no_change2,1,none,15
shape1,no_change6,4,36,same,9,2009.4,v001,same,shape1_no_change6,1,none,15
shape8,no_change5,4,37,same,9,2132.4,v001,same,shape8_no_change5,1,none,15
shape7,concave_nofill_area1,4,38,different,4,4976.1,v001,different,shape7_concave_nofill_area1,1,concave_nofill,15
shape2,no_change6,4,39,same,9,2235.4,v001,same,shape2_no_change6,1,none,15
catch_shape,change6,4,40,different,9,4451.2,v001,different,catch_shape_change6,1,none,15
shape3,concave_area2,4,41,same,6,4042.4,v001,different,shape3_concave_area2,0,concave,15
shape4,concave_area1,4,42,same,9,5037,v001,different,shape4_concave_area1,0,concave,15
shape5,no_change2,4,43,same,9,4945.9,v001,same,shape5_no_change2,1,none,15
shape6,concave_area1,4,44,same,8,2895.8,v001,different,shape6_concave_area1,0,concave,15
shape1,concave_nofill_area1,5,45,same,9,2380.4,v001,different,shape1_concave_nofill_area1,0,concave_nofill,15
shape4,concave_area2,5,46,different,6,4074,v001,different,shape4_concave_area2,1,concave,15
shape5,no_change3,5,47,same,9,1631.8,v001,same,shape5_no_change3,1,none,15
catch_shape,no_change6,5,48,same,9,2976.3,v001,same,catch_shape_no_change6,1,none,15
shape7,concave_nofill_area2,5,49,same,8,3589.6,v001,different,shape7_concave_nofill_area2,0,concave_nofill,15
shape8,no_change2,5,50,same,8,2285.2,v001,same,shape8_no_change2,1,none,15
shape2,concave_nofill_area2,5,51,different,5,3269.8,v001,different,shape2_concave_nofill_area2,1,concave_nofill,15
shape6,concave_nofill_area1,5,52,same,9,1769.5,v001,different,shape6_concave_nofill_area1,0,concave_nofill,15
shape3,no_change3,5,53,same,9,3035.6,v001,same,shape3_no_change3,1,none,15
shape4,no_change1,6,54,same,9,1435.2,v001,same,shape4_no_change1,1,none,15
shape8,no_change1,6,55,same,9,1393.5,v001,same,shape8_no_change1,1,none,15
shape2,concave_area1,6,56,different,5,2642.7,v001,different,shape2_concave_area1,1,concave,15
shape3,convex_area2,6,57,same,8,2230.4,v001,different,shape3_convex_area2,0,convex,15
shape5,no_change4,6,58,same,9,2490.1,v001,same,shape5_no_change4,1,none,15
catch_shape,no_change4,6,59,same,9,4679.9,v001,same,catch_shape_no_change4,1,none,15
shape7,convex_area1,6,60,same,9,7065.5,v001,different,shape7_convex_area1,0,convex,15
shape1,no_change5,6,61,same,9,3382.1,v001,same,shape1_no_change5,1,none,15
shape6,concave_area2,6,62,same,8,1802.1,v001,different,shape6_concave_area2,0,concave,15
shape2,no_change3,7,63,same,9,3616.3,v001,same,shape2_no_change3,1,none,15
shape8,concave_nofill_area1,7,64,same,8,2313.1,v001,different,shape8_concave_nofill_area1,0,concave_nofill,15
shape5,no_change5,7,65,same,9,2404.1,v001,same,shape5_no_change5,1,none,15
shape4,no_change5,7,66,same,9,1927.1,v001,same,shape4_no_change5,1,none,15
shape1,no_change2,7,67,same,9,2752.5,v001,same,shape1_no_change2,1,none,15
shape3,no_change5,7,68,same,9,2359.3,v001,same,shape3_no_change5,1,none,15
shape6,no_change3,7,69,same,9,2193.8,v001,same,shape6_no_change3,1,none,15
catch_shape,change5,7,70,different,9,2473.9,v001,different,catch_shape_change5,1,none,15
shape7,concave_area2,7,71,different,4,3736.2,v001,different,shape7_concave_area2,1,concave,15
shape3,concave_area1,8,72,same,8,2380.4,v001,different,shape3_concave_area1,0,concave,15
shape2,convex_area1,8,73,different,9,2787.6,v001,different,shape2_convex_area1,1,convex,15
catch_shape,no_change5,8,74,same,9,3535.2,v001,same,catch_shape_no_change5,1,none,15
shape6,concave_nofill_area2,8,75,different,4,3083.1,v001,different,shape6_concave_nofill_area2,1,concave_nofill,15
shape4,convex_area2,8,76,different,5,2148.5,v001,different,shape4_convex_area2,1,convex,15
shape7,no_change4,8,77,same,8,5090.4,v001,same,shape7_no_change4,1,none,15
shape5,concave_nofill_area2,8,78,different,9,2526.3,v001,different,shape5_concave_nofill_area2,1,concave_nofill,15
shape8,no_change6,8,79,same,9,3541.5,v001,same,shape8_no_change6,1,none,15
shape1,concave_area1,8,80,same,8,1673.1,v001,different,shape1_concave_area1,0,concave,15
shape3,concave_nofill_area1,9,81,same,8,2331.5,v001,different,shape3_concave_nofill_area1,0,concave_nofill,15
catch_shape,change4,9,82,different,9,4051.8,v001,different,catch_shape_change4,1,none,15
shape7,concave_area1,9,83,same,9,2556.8,v001,different,shape7_concave_area1,0,concave,15
shape4,no_change4,9,84,same,9,2609.9,v001,same,shape4_no_change4,1,none,15
shape2,no_change4,9,85,same,8,1889.3,v001,same,shape2_no_change4,1,none,15
shape1,convex_area1,9,86,different,2,3529.2,v001,different,shape1_convex_area1,1,convex,15
shape8,convex_area2,9,87,different,2,5466,v001,different,shape8_convex_area2,1,convex,15
shape5,concave_area2,9,88,different,4,3311.6,v001,different,shape5_concave_area2,1,concave,15
shape6,convex_area2,9,89,different,9,3290.8,v001,different,shape6_convex_area2,1,convex,15
shape8,concave_area1,10,90,same,8,2514.8,v001,different,shape8_concave_area1,0,concave,15
shape6,no_change6,10,91,same,8,2369.1,v001,same,shape6_no_change6,1,none,15
shape7,no_change3,10,92,same,8,2359.4,v001,same,shape7_no_change3,1,none,15
shape1,convex_area2,10,93,different,7,2927.2,v001,different,shape1_convex_area2,1,convex,15
catch_shape,no_change3,10,94,same,9,4081.4,v001,same,catch_shape_no_change3,1,none,15
shape2,convex_area2,10,95,different,8,3593.6,v001,different,shape2_convex_area2,1,convex,15
shape3,convex_area1,10,96,different,3,3074.4,v001,different,shape3_convex_area1,1,convex,15
shape4,convex_area1,10,97,different,8,4370.5,v001,different,shape4_convex_area1,1,convex,15
shape5,no_change6,10,98,same,8,3428.1,v001,same,shape5_no_change6,1,none,15
shape1,no_change3,11,99,same,8,1967.7,v001,same,shape1_no_change3,1,none,15
shape2,no_change5,11,100,same,7,2495.6,v001,same,shape2_no_change5,1,none,15
shape4,no_change3,11,101,same,8,4339.2,v001,same,shape4_no_change3,1,none,15
shape7,no_change2,11,102,same,7,4929,v001,same,shape7_no_change2,1,none,15
shape3,concave_nofill_area2,11,103,same,8,6192.8,v001,different,shape3_concave_nofill_area2,0,concave_nofill,15
shape8,no_change4,11,104,same,8,2038.8,v001,same,shape8_no_change4,1,none,15
shape6,convex_area1,11,105,different,8,4101.4,v001,different,shape6_convex_area1,1,convex,15
shape5,concave_area1,11,106,same,7,3578.7,v001,different,shape5_concave_area1,0,concave,15
catch_shape,change1,11,107,different,9,3671.6,v001,different,catch_shape_change1,1,none,15
shape3,concave_area2,0,0,same,9,3221.8,v001,different,shape3_concave_area2,0,concave,16
shape8,no_change3,0,1,same,9,3173.8,v001,same,shape8_no_change3,1,none,16
shape2,convex_area1,0,2,same,8,1966.2,v001,different,shape2_convex_area1,0,convex,16
shape5,convex_area1,0,3,same,9,2262.7,v001,different,shape5_convex_area1,0,convex,16
shape4,no_change5,0,4,same,8,2310.7,v001,same,shape4_no_change5,1,none,16
shape6,concave_area2,0,5,same,8,2398.8,v001,different,shape6_concave_area2,0,concave,16
shape7,concave_nofill_area1,0,6,same,8,2566.9,v001,different,shape7_concave_nofill_area1,0,concave_nofill,16
catch_shape,no_change4,0,7,same,8,2174.3,v001,same,catch_shape_no_change4,1,none,16
shape1,convex_area1,0,8,same,8,2079,v001,different,shape1_convex_area1,0,convex,16
shape5,concave_area2,1,9,same,8,2654.6,v001,different,shape5_concave_area2,0,concave,16
shape7,convex_area1,1,10,same,8,3106.9,v001,different,shape7_convex_area1,0,convex,16
shape4,no_change4,1,11,same,8,1668.2,v001,same,shape4_no_change4,1,none,16
catch_shape,change5,1,12,different,9,1911,v001,different,catch_shape_change5,1,none,16
shape8,no_change2,1,13,same,9,2237.2,v001,same,shape8_no_change2,1,none,16
shape2,no_change1,1,14,same,8,1454.9,v001,same,shape2_no_change1,1,none,16
shape6,convex_area2,1,15,same,8,1612.9,v001,different,shape6_convex_area2,0,convex,16
shape1,concave_area2,1,16,same,5,1989.1,v001,different,shape1_concave_area2,0,concave,16
shape3,no_change4,1,17,same,6,1838.4,v001,same,shape3_no_change4,1,none,16
shape1,no_change3,2,18,same,6,1910.8,v001,same,shape1_no_change3,1,none,16
shape3,concave_nofill_area1,2,19,same,6,1542.4,v001,different,shape3_concave_nofill_area1,0,concave_nofill,16
shape6,concave_area1,2,20,same,5,19703,v001,different,shape6_concave_area1,0,concave,16
shape4,convex_area2,2,21,same,5,2030.6,v001,different,shape4_convex_area2,0,convex,16
shape5,convex_area2,2,22,same,5,7046.5,v001,different,shape5_convex_area2,0,convex,16
shape8,no_change6,2,23,same,5,2492.7,v001,same,shape8_no_change6,1,none,16
catch_shape,no_change2,2,24,same,9,1678.7,v001,same,catch_shape_no_change2,1,none,16
shape7,concave_nofill_area2,2,25,same,9,3174.7,v001,different,shape7_concave_nofill_area2,0,concave_nofill,16
shape2,no_change4,2,26,same,8,1477.6,v001,same,shape2_no_change4,1,none,16
shape7,convex_area2,3,27,same,8,1542.3,v001,different,shape7_convex_area2,0,convex,16
shape6,no_change2,3,28,same,8,3406,v001,same,shape6_no_change2,1,none,16
shape8,no_change1,3,29,same,2,14718.3,v001,same,shape8_no_change1,1,none,16
shape3,convex_area1,3,30,same,3,1503.7,v001,different,shape3_convex_area1,0,convex,16
shape2,concave_area2,3,31,same,4,1245.8,v001,different,shape2_concave_area2,0,concave,16
shape4,concave_area1,3,32,same,1,654,v001,different,shape4_concave_area1,0,concave,16
shape5,no_change2,3,33,same,8,3509.9,v001,same,shape5_no_change2,1,none,16
shape1,no_change4,3,34,same,9,2437.3,v001,same,shape1_no_change4,1,none,16
catch_shape,change2,3,35,different,9,1646.6,v001,different,catch_shape_change2,1,none,16
shape4,no_change6,4,36,same,9,1686.7,v001,same,shape4_no_change6,1,none,16
shape2,no_change6,4,37,same,9,2486.5,v001,same,shape2_no_change6,1,none,16
shape3,no_change2,4,38,same,9,2374.3,v001,same,shape3_no_change2,1,none,16
shape6,no_change1,4,39,same,9,1614.9,v001,same,shape6_no_change1,1,none,16
catch_shape,change4,4,40,different,9,1470.2,v001,different,catch_shape_change4,1,none,16
shape1,concave_area1,4,41,same,9,1606.1,v001,different,shape1_concave_area1,0,concave,16
shape5,no_change1,4,42,same,9,1798.1,v001,same,shape5_no_change1,1,none,16
shape8,convex_area1,4,43,same,9,3601.7,v001,different,shape8_convex_area1,0,convex,16
shape7,no_change5,4,44,same,9,1590.6,v001,same,shape7_no_change5,1,none,16
shape1,no_change2,5,45,same,9,1958.3,v001,same,shape1_no_change2,1,none,16
shape2,no_change2,5,46,same,6,1662.7,v001,same,shape2_no_change2,1,none,16
shape3,no_change5,5,47,same,8,2454.1,v001,same,shape3_no_change5,1,none,16
shape4,concave_nofill_area2,5,48,same,6,1918.4,v001,different,shape4_concave_nofill_area2,0,concave_nofill,16
shape5,concave_nofill_area2,5,49,same,6,1550.9,v001,different,shape5_concave_nofill_area2,0,concave_nofill,16
shape6,no_change5,5,50,same,5,1694.4,v001,same,shape6_no_change5,1,none,16
shape7,no_change6,5,51,same,6,2076.1,v001,same,shape7_no_change6,1,none,16
shape8,concave_nofill_area2,5,52,same,6,1518.5,v001,different,shape8_concave_nofill_area2,0,concave_nofill,16
catch_shape,no_change6,5,53,same,5,4391,v001,same,catch_shape_no_change6,1,none,16
shape2,no_change5,6,54,same,5,2342.3,v001,same,shape2_no_change5,1,none,16
shape7,concave_area1,6,55,same,5,4158.4,v001,different,shape7_concave_area1,0,concave,16
shape4,concave_area2,6,56,different,9,1839.6,v001,different,shape4_concave_area2,1,concave,16
shape5,no_change4,6,57,same,6,2630.7,v001,same,shape5_no_change4,1,none,16
catch_shape,change6,6,58,different,9,1710.5,v001,different,catch_shape_change6,1,none,16
shape6,concave_nofill_area1,6,59,same,6,3382.8,v001,different,shape6_concave_nofill_area1,0,concave_nofill,16
shape3,no_change1,6,60,same,6,2110.1,v001,same,shape3_no_change1,1,none,16
shape8,concave_area2,6,61,same,6,2806.3,v001,different,shape8_concave_area2,0,concave,16
shape1,no_change1,6,62,same,6,2895,v001,same,shape1_no_change1,1,none,16
shape7,concave_area2,7,63,same,6,1374.8,v001,different,shape7_concave_area2,0,concave,16
shape8,concave_area1,7,64,same,6,1422.2,v001,different,shape8_concave_area1,0,concave,16
shape3,concave_area1,7,65,same,8,1630.2,v001,different,shape3_concave_area1,0,concave,16
shape2,no_change3,7,66,same,8,1271,v001,same,shape2_no_change3,1,none,16
shape6,no_change6,7,67,same,8,2134.5,v001,same,shape6_no_change6,1,none,16
shape1,no_change6,7,68,same,5,2182.9,v001,same,shape1_no_change6,1,none,16
shape5,no_change3,7,69,same,7,1822.7,v001,same,shape5_no_change3,1,none,16
shape4,no_change2,7,70,same,8,1790.8,v001,same,shape4_no_change2,1,none,16
catch_shape,no_change1,7,71,same,8,1619.8,v001,same,catch_shape_no_change1,1,none,16
catch_shape,no_change5,8,72,same,8,1574.7,v001,same,catch_shape_no_change5,1,none,16
shape8,no_change5,8,73,same,9,3134.8,v001,same,shape8_no_change5,1,none,16
shape7,no_change4,8,74,same,8,3797.9,v001,same,shape7_no_change4,1,none,16
shape6,no_change3,8,75,same,9,1982.5,v001,same,shape6_no_change3,1,none,16
shape5,no_change6,8,76,same,7,9174.8,v001,same,shape5_no_change6,1,none,16
shape4,no_change1,8,77,same,9,1471,v001,same,shape4_no_change1,1,none,16
shape3,no_change6,8,78,same,9,2038.9,v001,same,shape3_no_change6,1,none,16
shape2,concave_nofill_area2,8,79,same,9,1485.7,v001,different,shape2_concave_nofill_area2,0,concave_nofill,16
shape1,convex_area2,8,80,same,8,2766.6,v001,different,shape1_convex_area2,0,convex,16
shape8,no_change4,9,81,same,8,1614.9,v001,same,shape8_no_change4,1,none,16
shape3,convex_area2,9,82,same,8,1558.6,v001,different,shape3_convex_area2,0,convex,16
shape2,convex_area2,9,83,different,9,1623,v001,different,shape2_convex_area2,1,convex,16
shape4,no_change3,9,84,same,8,2198.9,v001,same,shape4_no_change3,1,none,16
shape7,no_change3,9,85,same,7,1190,v001,same,shape7_no_change3,1,none,16
shape1,concave_nofill_area1,9,86,same,3,1366.8,v001,different,shape1_concave_nofill_area1,0,concave_nofill,16
shape6,convex_area1,9,87,different,6,2262.2,v001,different,shape6_convex_area1,1,convex,16
shape5,no_change5,9,88,different,4,1406.1,v001,same,shape5_no_change5,0,none,16
catch_shape,change1,9,89,different,9,1523.9,v001,different,catch_shape_change1,1,none,16
shape4,concave_nofill_area1,10,90,different,9,1506.9,v001,different,shape4_concave_nofill_area1,1,concave_nofill,16
shape1,no_change5,10,91,different,9,1654.6,v001,same,shape1_no_change5,0,none,16
shape7,no_change2,10,92,same,8,1830.7,v001,same,shape7_no_change2,1,none,16
shape2,concave_area1,10,93,different,9,1182.8,v001,different,shape2_concave_area1,1,concave,16
shape6,concave_nofill_area2,10,94,different,9,1446.6,v001,different,shape6_concave_nofill_area2,1,concave_nofill,16
catch_shape,change3,10,95,different,9,2294.9,v001,different,catch_shape_change3,1,none,16
shape5,concave_nofill_area1,10,96,different,9,1413.9,v001,different,shape5_concave_nofill_area1,1,concave_nofill,16
shape3,no_change3,10,97,different,9,1623,v001,same,shape3_no_change3,0,none,16
shape8,concave_nofill_area1,10,98,different,9,1606.8,v001,different,shape8_concave_nofill_area1,1,concave_nofill,16
shape3,concave_nofill_area2,11,99,different,2,2630.8,v001,different,shape3_concave_nofill_area2,1,concave_nofill,16
shape6,no_change4,11,100,same,6,1422.7,v001,same,shape6_no_change4,1,none,16
catch_shape,no_change3,11,101,same,8,470.5,v001,same,catch_shape_no_change3,1,none,16
shape4,convex_area1,11,102,same,8,1366.4,v001,different,shape4_convex_area1,0,convex,16
shape2,concave_nofill_area1,11,103,different,9,638.9,v001,different,shape2_concave_nofill_area1,1,concave_nofill,16
shape5,concave_area1,11,104,different,9,614.7,v001,different,shape5_concave_area1,1,concave,16
shape7,no_change1,11,105,different,9,2054.3,v001,same,shape7_no_change1,0,none,16
shape1,concave_nofill_area2,11,106,different,9,543.3,v001,different,shape1_concave_nofill_area2,1,concave_nofill,16
shape8,convex_area2,11,107,different,9,615,v001,different,shape8_convex_area2,1,convex,16
shape1,no_change3,0,0,same,9,7843,v001,same,shape1_no_change3,1,none,17
shape3,concave_area2,0,1,same,9,2280,v001,different,shape3_concave_area2,0,concave,17
shape6,no_change2,0,2,same,9,3197,v001,same,shape6_no_change2,1,none,17
shape2,no_change1,0,3,same,9,3131,v001,same,shape2_no_change1,1,none,17
shape4,no_change2,0,4,same,9,2403,v001,same,shape4_no_change2,1,none,17
shape5,no_change2,0,5,same,9,2655,v001,same,shape5_no_change2,1,none,17
