shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape8,no_change6,0,1,same,9,2668.6,v001,same,shape8_no_change6,1,none,46
shape7,no_change3,0,2,same,9,2063.5,v001,same,shape7_no_change3,1,none,46
catch_shape,change3,0,3,different,9,3397,v001,different,catch_shape_change3,1,none,46
shape2,concave_nofill_area2,0,4,same,8,2741.4,v001,different,shape2_concave_nofill_area2,0,concave_nofill,46
shape3,no_change4,0,5,same,9,2220.5,v001,same,shape3_no_change4,1,none,46
shape4,convex_area1,0,6,same,9,2764,v001,different,shape4_convex_area1,0,convex,46
shape5,no_change4,0,7,same,8,2105.9,v001,same,shape5_no_change4,1,none,46
shape6,concave_area2,0,8,same,8,2117.1,v001,different,shape6_concave_area2,0,concave,46
shape1,concave_area1,1,9,same,8,2694.3,v001,different,shape1_concave_area1,0,concave,46
shape2,concave_area1,1,10,different,9,2639.8,v001,different,shape2_concave_area1,1,concave,46
catch_shape,change2,1,11,different,9,1776.9,v001,different,catch_shape_change2,1,none,46
shape8,no_change4,1,12,same,8,1741.5,v001,same,shape8_no_change4,1,none,46
shape7,no_change5,1,13,same,8,2885.7,v001,same,shape7_no_change5,1,none,46
shape3,no_change1,1,14,same,8,2995.3,v001,same,shape3_no_change1,1,none,46
shape5,no_change5,1,15,same,8,1995.6,v001,same,shape5_no_change5,1,none,46
shape4,no_change3,1,16,same,8,1772,v001,same,shape4_no_change3,1,none,46
shape6,no_change3,1,17,same,8,1968.2,v001,same,shape6_no_change3,1,none,46
shape7,no_change1,2,18,same,8,2316.5,v001,same,shape7_no_change1,1,none,46
shape8,no_change3,2,19,same,9,1660.4,v001,same,shape8_no_change3,1,none,46
shape5,no_change3,2,20,same,8,1229.2,v001,same,shape5_no_change3,1,none,46
shape2,no_change4,2,21,same,8,1015.9,v001,same,shape2_no_change4,1,none,46
shape3,concave_area2,2,22,same,7,2364.5,v001,different,shape3_concave_area2,0,concave,46
shape6,convex_area1,2,23,different,8,2095.7,v001,different,shape6_convex_area1,1,convex,46
shape1,no_change5,2,24,same,8,1717,v001,same,shape1_no_change5,1,none,46
shape4,no_change5,2,25,same,8,1288.5,v001,same,shape4_no_change5,1,none,46
catch_shape,no_change3,2,26,same,9,1998.8,v001,same,catch_shape_no_change3,1,none,46
shape1,concave_nofill_area1,3,27,same,6,2335,v001,different,shape1_concave_nofill_area1,0,concave_nofill,46
shape2,concave_nofill_area1,3,28,different,9,1819,v001,different,shape2_concave_nofill_area1,1,concave_nofill,46
shape4,no_change6,3,29,same,8,1593.4,v001,same,shape4_no_change6,1,none,46
shape3,concave_area1,3,30,same,6,1829,v001,different,shape3_concave_area1,0,concave,46
shape7,no_change6,3,31,same,4,3614.8,v001,same,shape7_no_change6,1,none,46
shape8,convex_area1,3,32,different,9,1559,v001,different,shape8_convex_area1,1,convex,46
shape5,no_change2,3,33,same,7,3114.2,v001,same,shape5_no_change2,1,none,46
shape6,no_change5,3,34,same,7,1447.2,v001,same,shape6_no_change5,1,none,46
catch_shape,change1,3,35,different,9,2088.3,v001,different,catch_shape_change1,1,none,46
shape8,concave_area1,4,36,same,7,1486.1,v001,different,shape8_concave_area1,0,concave,46
shape4,concave_area2,4,37,different,8,2123,v001,different,shape4_concave_area2,1,concave,46
shape7,no_change4,4,38,same,7,1888.6,v001,same,shape7_no_change4,1,none,46
shape2,convex_area2,4,39,different,8,1402.9,v001,different,shape2_convex_area2,1,convex,46
shape1,no_change2,4,40,same,7,893.9,v001,same,shape1_no_change2,1,none,46
shape3,convex_area1,4,41,different,4,2324.6,v001,different,shape3_convex_area1,1,convex,46
shape5,no_change6,4,42,same,7,1900,v001,same,shape5_no_change6,1,none,46
catch_shape,no_change4,4,43,same,9,3168.7,v001,same,catch_shape_no_change4,1,none,46
shape6,no_change2,4,44,same,7,2353.8,v001,same,shape6_no_change2,1,none,46
shape2,no_change3,5,45,same,7,2056.1,v001,same,shape2_no_change3,1,none,46
shape3,concave_nofill_area1,5,46,different,5,2099,v001,different,shape3_concave_nofill_area1,1,concave_nofill,46
shape6,concave_nofill_area2,5,47,different,4,1902.1,v001,different,shape6_concave_nofill_area2,1,concave_nofill,46
shape7,concave_area2,5,48,different,3,2470.2,v001,different,shape7_concave_area2,1,concave,46
shape5,concave_nofill_area1,5,49,different,9,1781.3,v001,different,shape5_concave_nofill_area1,1,concave_nofill,46
shape1,no_change4,5,50,same,8,1723.6,v001,same,shape1_no_change4,1,none,46
catch_shape,no_change6,5,51,same,9,3240,v001,same,catch_shape_no_change6,1,none,46
shape4,concave_nofill_area2,5,52,different,8,1583.4,v001,different,shape4_concave_nofill_area2,1,concave_nofill,46
shape8,no_change5,5,53,same,7,1906.7,v001,same,shape8_no_change5,1,none,46
shape7,concave_area1,6,54,same,6,1720.4,v001,different,shape7_concave_area1,0,concave,46
shape3,no_change5,6,55,same,5,2350.2,v001,same,shape3_no_change5,1,none,46
catch_shape,no_change5,6,56,same,9,1899.5,v001,same,catch_shape_no_change5,1,none,46
shape6,no_change1,6,57,same,6,2082.3,v001,same,shape6_no_change1,1,none,46
shape8,no_change2,6,58,same,7,3830.8,v001,same,shape8_no_change2,1,none,46
shape2,no_change6,6,59,same,7,1755.3,v001,same,shape2_no_change6,1,none,46
shape1,convex_area2,6,60,different,5,2164.7,v001,different,shape1_convex_area2,1,convex,46
shape4,no_change2,6,61,same,8,1821.5,v001,same,shape4_no_change2,1,none,46
shape5,concave_area2,6,62,same,7,1661.5,v001,different,shape5_concave_area2,0,concave,46
shape4,convex_area2,7,63,different,5,1605.4,v001,different,shape4_convex_area2,1,convex,46
shape7,no_change2,7,64,same,6,3349.4,v001,same,shape7_no_change2,1,none,46
shape3,no_change2,7,65,same,3,2003.9,v001,same,shape3_no_change2,1,none,46
catch_shape,no_change1,7,66,same,9,2221.5,v001,same,catch_shape_no_change1,1,none,46
shape2,no_change5,7,67,same,6,1818,v001,same,shape2_no_change5,1,none,46
shape8,concave_nofill_area1,7,68,different,8,1945.8,v001,different,shape8_concave_nofill_area1,1,concave_nofill,46
shape5,no_change1,7,69,same,7,1559.1,v001,same,shape5_no_change1,1,none,46
shape1,no_change3,7,70,same,6,2272.4,v001,same,shape1_no_change3,1,none,46
shape6,no_change4,7,71,same,6,1724.9,v001,same,shape6_no_change4,1,none,46
shape1,no_change1,8,72,same,8,2000.8,v001,same,shape1_no_change1,1,none,46
shape2,concave_area2,8,73,same,5,1884.1,v001,different,shape2_concave_area2,0,concave,46
shape3,concave_nofill_area2,8,74,different,5,1682.7,v001,different,shape3_concave_nofill_area2,1,concave_nofill,46
catch_shape,change4,8,75,different,9,2187.8,v001,different,catch_shape_change4,1,none,46
shape4,no_change4,8,76,same,8,2011.6,v001,same,shape4_no_change4,1,none,46
shape5,concave_nofill_area2,8,77,different,9,1892.2,v001,different,shape5_concave_nofill_area2,1,concave_nofill,46
shape8,no_change1,8,78,same,8,1392.1,v001,same,shape8_no_change1,1,none,46
shape6,no_change6,8,79,same,7,1672.6,v001,same,shape6_no_change6,1,none,46
shape7,concave_nofill_area1,8,80,different,8,2152.8,v001,different,shape7_concave_nofill_area1,1,concave_nofill,46
shape7,concave_nofill_area2,9,81,different,8,1228.2,v001,different,shape7_concave_nofill_area2,1,concave_nofill,46
shape3,convex_area2,9,82,different,7,2734.1,v001,different,shape3_convex_area2,1,convex,46
catch_shape,no_change2,9,83,same,9,1931,v001,same,catch_shape_no_change2,1,none,46
shape5,convex_area2,9,84,different,7,1716.6,v001,different,shape5_convex_area2,1,convex,46
shape4,concave_nofill_area1,9,85,different,5,1150.6,v001,different,shape4_concave_nofill_area1,1,concave_nofill,46
shape2,convex_area1,9,86,different,7,2008.5,v001,different,shape2_convex_area1,1,convex,46
shape8,concave_area2,9,87,different,7,1582.5,v001,different,shape8_concave_area2,1,concave,46
shape1,concave_area2,9,88,different,6,1858.8,v001,different,shape1_concave_area2,1,concave,46
shape6,concave_area1,9,89,different,4,1275.8,v001,different,shape6_concave_area1,1,concave,46
shape1,no_change6,10,90,same,7,1177.2,v001,same,shape1_no_change6,1,none,46
shape2,no_change1,10,91,same,7,1973.7,v001,same,shape2_no_change1,1,none,46
shape8,concave_nofill_area2,10,92,different,7,1691.6,v001,different,shape8_concave_nofill_area2,1,concave_nofill,46
catch_shape,change6,10,93,different,9,2199.1,v001,different,catch_shape_change6,1,none,46
shape6,convex_area2,10,94,different,7,1097.5,v001,different,shape6_convex_area2,1,convex,46
shape5,concave_area1,10,95,same,7,3401.1,v001,different,shape5_concave_area1,0,concave,46
shape3,no_change3,10,96,same,5,1429.4,v001,same,shape3_no_change3,1,none,46
shape4,no_change1,10,97,same,8,1763.7,v001,same,shape4_no_change1,1,none,46
shape7,convex_area2,10,98,different,7,1600.7,v001,different,shape7_convex_area2,1,convex,46
shape6,concave_nofill_area1,11,99,different,5,1737,v001,different,shape6_concave_nofill_area1,1,concave_nofill,46
shape1,convex_area1,11,100,different,6,1730.7,v001,different,shape1_convex_area1,1,convex,46
shape4,concave_area1,11,101,same,7,1385,v001,different,shape4_concave_area1,0,concave,46
shape2,no_change2,11,102,same,6,1920.4,v001,same,shape2_no_change2,1,none,46
shape7,convex_area1,11,103,different,8,2091.4,v001,different,shape7_convex_area1,1,convex,46
catch_shape,change5,11,104,different,9,1922.6,v001,different,catch_shape_change5,1,none,46
shape8,convex_area2,11,105,different,6,1278.8,v001,different,shape8_convex_area2,1,convex,46
shape5,convex_area1,11,106,different,6,1814,v001,different,shape5_convex_area1,1,convex,46
shape3,no_change6,11,107,same,6,1588.7,v001,same,shape3_no_change6,1,none,46
shape4,no_change4,0,0,same,9,9994.8,v001,same,shape4_no_change4,1,none,47
shape3,no_change2,0,1,different,7,2389.1,v001,same,shape3_no_change2,0,none,47
shape2,no_change5,0,2,different,7,2330.7,v001,same,shape2_no_change5,0,none,47
shape7,concave_nofill_area1,0,3,different,6,2630.8,v001,different,shape7_concave_nofill_area1,1,concave_nofill,47
catch_shape,change4,0,4,different,9,5014.8,v001,different,catch_shape_change4,1,none,47
shape1,no_change1,0,5,same,6,2356.7,v001,same,shape1_no_change1,1,none,47
shape5,concave_area1,0,6,different,8,3307.6,v001,different,shape5_concave_area1,1,concave,47
shape6,convex_area2,0,7,different,9,2149.5,v001,different,shape6_convex_area2,1,convex,47
shape8,no_change4,0,8,same,7,2229.5,v001,same,shape8_no_change4,1,none,47
shape1,convex_area2,1,9,same,5,1847.3,v001,different,shape1_convex_area2,0,convex,47
shape2,concave_area1,1,10,different,9,1798.5,v001,different,shape2_concave_area1,1,concave,47
shape6,no_change4,1,11,same,8,1741.2,v001,same,shape6_no_change4,1,none,47
shape7,no_change4,1,12,same,8,2062.2,v001,same,shape7_no_change4,1,none,47
shape5,no_change3,1,13,same,7,1773.5,v001,same,shape5_no_change3,1,none,47
shape3,no_change1,1,14,same,5,2973.2,v001,same,shape3_no_change1,1,none,47
catch_shape,change6,1,15,different,9,2614.7,v001,different,catch_shape_change6,1,none,47
shape4,concave_area2,1,16,different,9,2048.7,v001,different,shape4_concave_area2,1,concave,47
shape8,convex_area2,1,17,different,9,1454.4,v001,different,shape8_convex_area2,1,convex,47
shape3,no_change3,2,18,same,5,1767.1,v001,same,shape3_no_change3,1,none,47
shape4,no_change2,2,19,different,5,1941.5,v001,same,shape4_no_change2,0,none,47
shape6,convex_area1,2,20,different,9,1579.4,v001,different,shape6_convex_area1,1,convex,47
shape1,no_change4,2,21,same,7,2380.7,v001,same,shape1_no_change4,1,none,47
shape2,no_change3,2,22,same,8,3223.5,v001,same,shape2_no_change3,1,none,47
shape5,no_change2,2,23,same,8,3156,v001,same,shape5_no_change2,1,none,47
catch_shape,no_change1,2,24,same,9,1741.6,v001,same,catch_shape_no_change1,1,none,47
shape7,no_change6,2,25,same,8,1196.8,v001,same,shape7_no_change6,1,none,47
shape8,concave_area1,2,26,different,7,2070.9,v001,different,shape8_concave_area1,1,concave,47
shape3,no_change5,3,27,same,7,1069,v001,same,shape3_no_change5,1,none,47
shape2,concave_area2,3,28,different,9,1395.3,v001,different,shape2_concave_area2,1,concave,47
shape4,concave_nofill_area1,3,29,different,9,1085.8,v001,different,shape4_concave_nofill_area1,1,concave_nofill,47
shape6,concave_area2,3,30,different,4,1485.3,v001,different,shape6_concave_area2,1,concave,47
catch_shape,no_change2,3,31,same,9,1093.9,v001,same,catch_shape_no_change2,1,none,47
shape5,concave_area2,3,32,different,9,941.4,v001,different,shape5_concave_area2,1,concave,47
shape1,no_change6,3,33,same,8,924.8,v001,same,shape1_no_change6,1,none,47
shape8,no_change1,3,34,same,8,894.2,v001,same,shape8_no_change1,1,none,47
shape7,concave_area1,3,35,same,8,1045,v001,different,shape7_concave_area1,0,concave,47
shape1,no_change2,4,36,same,8,782.7,v001,same,shape1_no_change2,1,none,47
shape6,concave_nofill_area2,4,37,different,9,1541.3,v001,different,shape6_concave_nofill_area2,1,concave_nofill,47
catch_shape,no_change6,4,38,same,9,1404,v001,same,catch_shape_no_change6,1,none,47
shape7,no_change3,4,39,same,8,1221.5,v001,same,shape7_no_change3,1,none,47
shape8,concave_nofill_area1,4,40,different,9,1222.9,v001,different,shape8_concave_nofill_area1,1,concave_nofill,47
shape2,convex_area2,4,41,different,9,1260.9,v001,different,shape2_convex_area2,1,convex,47
shape3,concave_area2,4,42,same,6,1515.7,v001,different,shape3_concave_area2,0,concave,47
shape5,no_change6,4,43,same,9,1197.7,v001,same,shape5_no_change6,1,none,47
shape4,no_change5,4,44,same,9,1254.3,v001,same,shape4_no_change5,1,none,47
shape7,concave_nofill_area2,5,45,different,9,1061.1,v001,different,shape7_concave_nofill_area2,1,concave_nofill,47
shape3,concave_nofill_area2,5,46,same,6,1119.8,v001,different,shape3_concave_nofill_area2,0,concave_nofill,47
shape4,no_change1,5,47,same,9,1038.8,v001,same,shape4_no_change1,1,none,47
shape2,convex_area1,5,48,different,9,653.1,v001,different,shape2_convex_area1,1,convex,47
shape5,concave_nofill_area1,5,49,different,9,918.4,v001,different,shape5_concave_nofill_area1,1,concave_nofill,47
shape8,convex_area1,5,50,different,9,948.7,v001,different,shape8_convex_area1,1,convex,47
shape6,no_change3,5,51,same,8,1205.9,v001,same,shape6_no_change3,1,none,47
catch_shape,no_change3,5,52,same,9,1460.7,v001,same,catch_shape_no_change3,1,none,47
shape1,concave_nofill_area1,5,53,different,9,751.1,v001,different,shape1_concave_nofill_area1,1,concave_nofill,47
catch_shape,change2,6,54,different,9,923.8,v001,different,catch_shape_change2,1,none,47
shape8,no_change3,6,55,different,4,1108.9,v001,same,shape8_no_change3,0,none,47
shape5,no_change1,6,56,same,8,749.2,v001,same,shape5_no_change1,1,none,47
shape4,no_change6,6,57,same,9,878.4,v001,same,shape4_no_change6,1,none,47
shape7,convex_area2,6,58,different,9,918.5,v001,different,shape7_convex_area2,1,convex,47
shape3,convex_area2,6,59,different,6,1062.8,v001,different,shape3_convex_area2,1,convex,47
shape2,no_change2,6,60,same,8,1246.5,v001,same,shape2_no_change2,1,none,47
shape1,no_change3,6,61,same,9,780.6,v001,same,shape1_no_change3,1,none,47
shape6,no_change2,6,62,same,9,946.6,v001,same,shape6_no_change2,1,none,47
shape1,no_change5,7,63,same,9,773.6,v001,same,shape1_no_change5,1,none,47
shape2,no_change6,7,64,same,9,909.4,v001,same,shape2_no_change6,1,none,47
shape3,no_change4,7,65,same,7,726.6,v001,same,shape3_no_change4,1,none,47
shape4,convex_area1,7,66,same,5,2332.7,v001,different,shape4_convex_area1,0,convex,47
catch_shape,change1,7,67,different,9,1198.4,v001,different,catch_shape_change1,1,none,47
shape8,no_change5,7,68,same,9,1115.1,v001,same,shape8_no_change5,1,none,47
shape7,concave_area2,7,69,different,7,904.2,v001,different,shape7_concave_area2,1,concave,47
shape5,convex_area1,7,70,different,9,885.1,v001,different,shape5_convex_area1,1,convex,47
shape6,concave_area1,7,71,same,6,1160,v001,different,shape6_concave_area1,0,concave,47
shape7,no_change2,8,72,same,8,1318.5,v001,same,shape7_no_change2,1,none,47
shape5,convex_area2,8,73,different,9,799.8,v001,different,shape5_convex_area2,1,convex,47
shape3,no_change6,8,74,same,8,1156.6,v001,same,shape3_no_change6,1,none,47
shape6,no_change5,8,75,same,8,990.6,v001,same,shape6_no_change5,1,none,47
catch_shape,no_change5,8,76,same,9,1060.1,v001,same,catch_shape_no_change5,1,none,47
shape2,concave_nofill_area1,8,77,different,9,1103.5,v001,different,shape2_concave_nofill_area1,1,concave_nofill,47
shape1,concave_area1,8,78,different,4,1677.7,v001,different,shape1_concave_area1,1,concave,47
shape4,no_change3,8,79,same,9,853.6,v001,same,shape4_no_change3,1,none,47
shape8,no_change2,8,80,same,9,973,v001,same,shape8_no_change2,1,none,47
shape5,no_change4,9,81,same,5,1077.9,v001,same,shape5_no_change4,1,none,47
shape4,concave_nofill_area2,9,82,different,9,668.8,v001,different,shape4_concave_nofill_area2,1,concave_nofill,47
shape3,concave_nofill_area1,9,83,different,7,1054.6,v001,different,shape3_concave_nofill_area1,1,concave_nofill,47
catch_shape,no_change4,9,84,same,9,1173,v001,same,catch_shape_no_change4,1,none,47
shape2,no_change1,9,85,same,9,1322.9,v001,same,shape2_no_change1,1,none,47
shape8,concave_nofill_area2,9,86,different,9,1297.5,v001,different,shape8_concave_nofill_area2,1,concave_nofill,47
shape6,no_change1,9,87,same,8,1046.3,v001,same,shape6_no_change1,1,none,47
shape7,convex_area1,9,88,different,9,772.6,v001,different,shape7_convex_area1,1,convex,47
shape1,concave_nofill_area2,9,89,different,9,787.3,v001,different,shape1_concave_nofill_area2,1,concave_nofill,47
shape3,convex_area1,10,90,same,6,1039.6,v001,different,shape3_convex_area1,0,convex,47
shape2,no_change4,10,91,same,8,782.7,v001,same,shape2_no_change4,1,none,47
shape4,convex_area2,10,92,different,9,567.6,v001,different,shape4_convex_area2,1,convex,47
shape1,convex_area1,10,93,different,9,614.6,v001,different,shape1_convex_area1,1,convex,47
shape8,concave_area2,10,94,different,9,773.5,v001,different,shape8_concave_area2,1,concave,47
catch_shape,change5,10,95,different,9,1180.3,v001,different,catch_shape_change5,1,none,47
shape5,no_change5,10,96,same,8,798.2,v001,same,shape5_no_change5,1,none,47
shape7,no_change1,10,97,same,9,1174,v001,same,shape7_no_change1,1,none,47
shape6,concave_nofill_area1,10,98,different,9,1064.7,v001,different,shape6_concave_nofill_area1,1,concave_nofill,47
shape1,concave_area2,11,99,different,9,1787.8,v001,different,shape1_concave_area2,1,concave,47
shape2,concave_nofill_area2,11,100,different,9,958.2,v001,different,shape2_concave_nofill_area2,1,concave_nofill,47
catch_shape,change3,11,101,different,9,836.8,v001,different,catch_shape_change3,1,none,47
shape3,concave_area1,11,102,different,6,1617.7,v001,different,shape3_concave_area1,1,concave,47
shape6,no_change6,11,103,same,9,925.4,v001,same,shape6_no_change6,1,none,47
shape7,no_change5,11,104,same,9,1188.9,v001,same,shape7_no_change5,1,none,47
shape5,concave_nofill_area2,11,105,different,9,1006.3,v001,different,shape5_concave_nofill_area2,1,concave_nofill,47
shape4,concave_area1,11,106,same,9,879.6,v001,different,shape4_concave_area1,0,concave,47
shape8,no_change6,11,107,same,8,3788.4,v001,same,shape8_no_change6,1,none,47
shape1,no_change1,0,0,same,9,7196.2,v001,same,shape1_no_change1,1,none,48
shape2,no_change5,0,1,same,9,3923.9,v001,same,shape2_no_change5,1,none,48
shape3,concave_nofill_area2,0,2,same,9,1097.8,v001,different,shape3_concave_nofill_area2,0,concave_nofill,48
shape7,concave_nofill_area2,0,3,different,4,8046.5,v001,different,shape7_concave_nofill_area2,1,concave_nofill,48
shape4,no_change6,0,4,same,9,1392.5,v001,same,shape4_no_change6,1,none,48
shape6,no_change4,0,5,same,8,3532.3,v001,same,shape6_no_change4,1,none,48
catch_shape,no_change3,0,6,same,9,6109.7,v001,same,catch_shape_no_change3,1,none,48
shape8,no_change5,0,7,same,9,1951.1,v001,same,shape8_no_change5,1,none,48
shape5,no_change4,0,8,same,9,704.4,v001,same,shape5_no_change4,1,none,48
shape1,concave_area2,1,9,different,7,7163.9,v001,different,shape1_concave_area2,1,concave,48
shape2,concave_area2,1,10,different,9,2944.2,v001,different,shape2_concave_area2,1,concave,48
shape8,no_change1,1,11,different,9,2081.9,v001,same,shape8_no_change1,0,none,48
shape4,concave_area2,1,12,different,9,1818.4,v001,different,shape4_concave_area2,1,concave,48
shape5,no_change1,1,13,different,6,4494.5,v001,same,shape5_no_change1,0,none,48
shape3,no_change1,1,14,different,8,1820.5,v001,same,shape3_no_change1,0,none,48
catch_shape,no_change4,1,15,same,9,1275.1,v001,same,catch_shape_no_change4,1,none,48
shape6,no_change3,1,16,same,7,6844.3,v001,same,shape6_no_change3,1,none,48
shape7,no_change1,1,17,same,9,2215.3,v001,same,shape7_no_change1,1,none,48
shape3,no_change5,2,18,same,9,1324.9,v001,same,shape3_no_change5,1,none,48
shape4,no_change5,2,19,same,9,1081.5,v001,same,shape4_no_change5,1,none,48
catch_shape,change5,2,20,different,9,1475.2,v001,different,catch_shape_change5,1,none,48
shape6,concave_nofill_area2,2,21,same,8,4070.5,v001,different,shape6_concave_nofill_area2,0,concave_nofill,48
shape5,concave_area1,2,22,same,9,1412.3,v001,different,shape5_concave_area1,0,concave,48
shape1,concave_nofill_area2,2,23,same,9,1077,v001,different,shape1_concave_nofill_area2,0,concave_nofill,48
shape2,no_change1,2,24,same,9,1571.4,v001,same,shape2_no_change1,1,none,48
shape7,no_change2,2,25,same,9,1106.4,v001,same,shape7_no_change2,1,none,48
shape8,no_change6,2,26,different,7,6027.9,v001,same,shape8_no_change6,0,none,48
shape3,no_change2,3,27,same,9,1185.7,v001,same,shape3_no_change2,1,none,48
shape8,convex_area1,3,28,different,9,1512.9,v001,different,shape8_convex_area1,1,convex,48
shape4,no_change1,3,29,same,9,967.2,v001,same,shape4_no_change1,1,none,48
shape6,no_change2,3,30,same,9,1849.3,v001,same,shape6_no_change2,1,none,48
shape7,concave_nofill_area1,3,31,different,9,1509.1,v001,different,shape7_concave_nofill_area1,1,concave_nofill,48
shape1,no_change2,3,32,same,9,2652.2,v001,same,shape1_no_change2,1,none,48
shape5,concave_nofill_area2,3,33,different,9,2696.5,v001,different,shape5_concave_nofill_area2,1,concave_nofill,48
shape2,convex_area1,3,34,different,9,1060.1,v001,different,shape2_convex_area1,1,convex,48
catch_shape,change1,3,35,different,9,1471.8,v001,different,catch_shape_change1,1,none,48
shape4,convex_area1,4,36,different,9,1600.6,v001,different,shape4_convex_area1,1,convex,48
catch_shape,no_change6,4,37,same,9,1192.2,v001,same,catch_shape_no_change6,1,none,48
shape3,convex_area2,4,38,same,9,1302.5,v001,different,shape3_convex_area2,0,convex,48
shape5,concave_area2,4,39,different,8,5128.7,v001,different,shape5_concave_area2,1,concave,48
shape6,convex_area2,4,40,same,9,2964.1,v001,different,shape6_convex_area2,0,convex,48
shape7,no_change6,4,41,same,9,1961.2,v001,same,shape7_no_change6,1,none,48
shape8,concave_nofill_area2,4,42,different,9,1389.5,v001,different,shape8_concave_nofill_area2,1,concave_nofill,48
shape2,no_change3,4,43,same,9,1857.3,v001,same,shape2_no_change3,1,none,48
shape1,convex_area1,4,44,different,9,1185.9,v001,different,shape1_convex_area1,1,convex,48
catch_shape,change3,5,45,different,9,1150.3,v001,different,catch_shape_change3,1,none,48
shape8,concave_area2,5,46,different,9,1035.4,v001,different,shape8_concave_area2,1,concave,48
shape3,no_change6,5,47,same,9,941.1,v001,same,shape3_no_change6,1,none,48
shape2,concave_nofill_area2,5,48,same,5,21187.1,v001,different,shape2_concave_nofill_area2,0,concave_nofill,48
shape1,no_change3,5,49,same,9,3531,v001,same,shape1_no_change3,1,none,48
shape6,concave_area1,5,50,different,9,960,v001,different,shape6_concave_area1,1,concave,48
shape4,no_change2,5,51,same,9,1481.9,v001,same,shape4_no_change2,1,none,48
shape5,convex_area2,5,52,different,9,1018.1,v001,different,shape5_convex_area2,1,convex,48
shape7,convex_area1,5,53,same,8,4960.5,v001,different,shape7_convex_area1,0,convex,48
shape2,no_change2,6,54,same,9,1170.3,v001,same,shape2_no_change2,1,none,48
shape4,convex_area2,6,55,different,9,922.7,v001,different,shape4_convex_area2,1,convex,48
shape8,concave_nofill_area1,6,56,different,9,1082.6,v001,different,shape8_concave_nofill_area1,1,concave_nofill,48
shape3,no_change3,6,57,same,9,1653,v001,same,shape3_no_change3,1,none,48
shape5,no_change2,6,58,same,9,1209.7,v001,same,shape5_no_change2,1,none,48
shape6,no_change5,6,59,same,9,1417.3,v001,same,shape6_no_change5,1,none,48
shape1,no_change5,6,60,same,9,1265.5,v001,same,shape1_no_change5,1,none,48
catch_shape,no_change5,6,61,same,9,1166.6,v001,same,catch_shape_no_change5,1,none,48
shape7,no_change5,6,62,same,9,931.9,v001,same,shape7_no_change5,1,none,48
shape8,convex_area2,7,63,different,9,2195.3,v001,different,shape8_convex_area2,1,convex,48
shape5,no_change6,7,64,same,9,3056.9,v001,same,shape5_no_change6,1,none,48
shape7,convex_area2,7,65,different,9,1011.5,v001,different,shape7_convex_area2,1,convex,48
shape4,concave_nofill_area1,7,66,different,9,1078.3,v001,different,shape4_concave_nofill_area1,1,concave_nofill,48
shape6,concave_area2,7,67,different,9,706.4,v001,different,shape6_concave_area2,1,concave,48
catch_shape,no_change2,7,68,different,1,8535.6,v001,same,catch_shape_no_change2,0,none,48
shape3,concave_area2,7,69,same,9,3199.3,v001,different,shape3_concave_area2,0,concave,48
shape2,concave_area1,7,70,different,9,1900,v001,different,shape2_concave_area1,1,concave,48
shape1,no_change6,7,71,same,9,2074.2,v001,same,shape1_no_change6,1,none,48
shape1,convex_area2,8,72,different,9,1039,v001,different,shape1_convex_area2,1,convex,48
shape2,no_change4,8,73,same,9,1137.3,v001,same,shape2_no_change4,1,none,48
shape8,no_change2,8,74,same,9,994.6,v001,same,shape8_no_change2,1,none,48
shape5,convex_area1,8,75,different,9,796.7,v001,different,shape5_convex_area1,1,convex,48
shape6,concave_nofill_area1,8,76,different,9,1052.6,v001,different,shape6_concave_nofill_area1,1,concave_nofill,48
catch_shape,change6,8,77,different,9,1002.8,v001,different,catch_shape_change6,1,none,48
shape7,no_change3,8,78,same,9,1919.7,v001,same,shape7_no_change3,1,none,48
shape3,concave_nofill_area1,8,79,different,9,786.3,v001,different,shape3_concave_nofill_area1,1,concave_nofill,48
shape4,no_change3,8,80,same,9,1117.8,v001,same,shape4_no_change3,1,none,48
shape8,no_change4,9,81,same,9,2277.8,v001,same,shape8_no_change4,1,none,48
shape3,convex_area1,9,82,same,8,5317.8,v001,different,shape3_convex_area1,0,convex,48
shape4,concave_area1,9,83,different,9,1013.6,v001,different,shape4_concave_area1,1,concave,48
shape1,no_change4,9,84,same,9,922.8,v001,same,shape1_no_change4,1,none,48
catch_shape,no_change1,9,85,same,9,1009.6,v001,same,catch_shape_no_change1,1,none,48
shape5,no_change3,9,86,same,9,836,v001,same,shape5_no_change3,1,none,48
shape2,no_change6,9,87,same,9,1557.9,v001,same,shape2_no_change6,1,none,48
shape6,no_change6,9,88,same,9,1220.9,v001,same,shape6_no_change6,1,none,48
shape7,concave_area2,9,89,different,9,965.6,v001,different,shape7_concave_area2,1,concave,48
shape3,no_change4,10,90,same,9,1328.3,v001,same,shape3_no_change4,1,none,48
shape2,concave_nofill_area1,10,91,different,9,1552.2,v001,different,shape2_concave_nofill_area1,1,concave_nofill,48
shape6,convex_area1,10,92,different,9,1119.8,v001,different,shape6_convex_area1,1,convex,48
shape7,concave_area1,10,93,different,9,662.4,v001,different,shape7_concave_area1,1,concave,48
shape4,no_change4,10,94,same,9,1934.7,v001,same,shape4_no_change4,1,none,48
