shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape1,concave_nofill_area2,10,97,different,9,1371.9,control,different,shape1_concave_nofill_area2,1,concave_nofill,44
shape8,convex_area1,10,98,different,9,1800.5,control,different,shape8_convex_area1,1,convex,44
shape1,convex_area2,11,99,different,9,1521.5,control,different,shape1_convex_area2,1,convex,44
shape2,no_change4,11,100,same,9,1386.6,control,same,shape2_no_change4,1,none,44
shape5,convex_area2,11,101,different,9,1229,control,different,shape5_convex_area2,1,convex,44
shape8,concave_nofill_area2,11,102,different,9,1532.9,control,different,shape8_concave_nofill_area2,1,concave_nofill,44
catch_shape,change6,11,103,different,9,1974.3,control,different,catch_shape_change6,1,none,44
shape3,convex_area1,11,104,different,9,1276,control,different,shape3_convex_area1,1,convex,44
shape4,no_change3,11,105,same,9,1358.9,control,same,shape4_no_change3,1,none,44
shape7,no_change6,11,106,same,9,1494.3,control,same,shape7_no_change6,1,none,44
shape6,concave_area1,11,107,different,9,1312.5,control,different,shape6_concave_area1,1,concave,44
shape1,no_change3,0,0,same,6,21555.1,control,same,shape1_no_change3,1,none,45
shape5,no_change6,0,1,same,6,1955.6,control,same,shape5_no_change6,1,none,45
shape2,no_change3,0,2,different,7,2321.9,control,same,shape2_no_change3,0,none,45
catch_shape,change3,0,3,different,9,1953.2,control,different,catch_shape_change3,1,none,45
shape3,no_change2,0,4,same,8,2454.8,control,same,shape3_no_change2,1,none,45
shape4,no_change1,0,5,same,7,1897,control,same,shape4_no_change1,1,none,45
shape8,concave_nofill_area2,0,6,different,4,3032.7,control,different,shape8_concave_nofill_area2,1,concave_nofill,45
shape6,no_change1,0,7,same,3,3038.5,control,same,shape6_no_change1,1,none,45
shape7,no_change1,0,8,same,7,3065.2,control,same,shape7_no_change1,1,none,45
shape4,no_change2,1,9,same,5,1235.8,control,same,shape4_no_change2,1,none,45
shape2,no_change2,1,10,different,6,1887.4,control,same,shape2_no_change2,0,none,45
shape5,no_change5,1,11,different,7,1775.6,control,same,shape5_no_change5,0,none,45
shape3,no_change3,1,12,same,7,2154,control,same,shape3_no_change3,1,none,45
shape7,no_change5,1,13,same,7,706.7,control,same,shape7_no_change5,1,none,45
shape8,concave_area1,1,14,same,7,1399.4,control,different,shape8_concave_area1,0,concave,45
shape1,concave_nofill_area2,1,15,same,7,1701.5,control,different,shape1_concave_nofill_area2,0,concave_nofill,45
shape6,concave_area1,1,16,different,4,1632.4,control,different,shape6_concave_area1,1,concave,45
catch_shape,no_change2,1,17,same,7,1900.7,control,same,catch_shape_no_change2,1,none,45
shape1,no_change1,2,18,same,6,2123.5,control,same,shape1_no_change1,1,none,45
catch_shape,change4,2,19,different,9,1823.6,control,different,catch_shape_change4,1,none,45
shape2,convex_area2,2,20,same,9,1701.7,control,different,shape2_convex_area2,0,convex,45
shape3,convex_area2,2,21,different,8,1968.6,control,different,shape3_convex_area2,1,convex,45
shape4,no_change3,2,22,same,7,3794.1,control,same,shape4_no_change3,1,none,45
shape5,no_change4,2,23,different,7,1909.9,control,same,shape5_no_change4,0,none,45
shape6,no_change2,2,24,same,7,2595.3,control,same,shape6_no_change2,1,none,45
shape7,convex_area1,2,25,different,9,1383.3,control,different,shape7_convex_area1,1,convex,45
shape8,no_change6,2,26,same,9,1717.3,control,same,shape8_no_change6,1,none,45
shape8,convex_area1,3,27,different,9,7632.9,control,different,shape8_convex_area1,1,convex,45
catch_shape,change1,3,28,different,9,1144.4,control,different,catch_shape_change1,1,none,45
shape2,concave_nofill_area2,3,29,different,9,794.2,control,different,shape2_concave_nofill_area2,1,concave_nofill,45
shape6,no_change6,3,30,same,7,1051.6,control,same,shape6_no_change6,1,none,45
shape1,no_change5,3,31,different,8,1372.6,control,same,shape1_no_change5,0,none,45
shape3,convex_area1,3,32,same,7,1269,control,different,shape3_convex_area1,0,convex,45
shape5,no_change3,3,33,same,6,2036.4,control,same,shape5_no_change3,1,none,45
shape4,concave_area1,3,34,different,9,1040.6,control,different,shape4_concave_area1,1,concave,45
shape7,no_change6,3,35,different,8,3927.3,control,same,shape7_no_change6,0,none,45
shape4,convex_area2,4,36,different,9,1195.6,control,different,shape4_convex_area2,1,convex,45
shape3,no_change1,4,37,same,1,2592.3,control,same,shape3_no_change1,1,none,45
shape2,no_change6,4,38,same,2,7966.6,control,same,shape2_no_change6,1,none,45
shape1,concave_area1,4,39,same,8,4740.2,control,different,shape1_concave_area1,0,concave,45
shape8,no_change5,4,40,same,7,7359.5,control,same,shape8_no_change5,1,none,45
shape7,concave_area2,4,41,different,9,1574.9,control,different,shape7_concave_area2,1,concave,45
shape5,concave_nofill_area1,4,42,different,9,1020.1,control,different,shape5_concave_nofill_area1,1,concave_nofill,45
shape6,convex_area2,4,43,different,9,2510,control,different,shape6_convex_area2,1,convex,45
catch_shape,change2,4,44,different,9,2406.7,control,different,catch_shape_change2,1,none,45
shape8,no_change4,5,45,same,7,1161.8,control,same,shape8_no_change4,1,none,45
shape7,no_change4,5,46,different,8,3032.4,control,same,shape7_no_change4,0,none,45
shape5,convex_area2,5,47,different,9,578.6,control,different,shape5_convex_area2,1,convex,45
shape1,convex_area2,5,48,different,9,2570.6,control,different,shape1_convex_area2,1,convex,45
shape2,concave_nofill_area1,5,49,different,9,2231.1,control,different,shape2_concave_nofill_area1,1,concave_nofill,45
shape3,no_change6,5,50,same,7,3916,control,same,shape3_no_change6,1,none,45
catch_shape,no_change1,5,51,same,9,2024.2,control,same,catch_shape_no_change1,1,none,45
shape4,convex_area1,5,52,same,7,9698.1,control,different,shape4_convex_area1,0,convex,45
shape6,no_change3,5,53,same,8,2046,control,same,shape6_no_change3,1,none,45
shape3,no_change4,6,54,same,7,1114.2,control,same,shape3_no_change4,1,none,45
shape2,no_change4,6,55,same,5,2281.6,control,same,shape2_no_change4,1,none,45
shape6,no_change4,6,56,same,6,6989.7,control,same,shape6_no_change4,1,none,45
catch_shape,no_change5,6,57,same,7,837,control,same,catch_shape_no_change5,1,none,45
shape8,no_change3,6,58,same,8,816.6,control,same,shape8_no_change3,1,none,45
shape5,convex_area1,6,59,different,9,2028.7,control,different,shape5_convex_area1,1,convex,45
shape1,no_change2,6,60,same,7,2993.3,control,same,shape1_no_change2,1,none,45
shape4,concave_area2,6,61,different,8,1561.7,control,different,shape4_concave_area2,1,concave,45
shape7,concave_area1,6,62,same,5,1639.5,control,different,shape7_concave_area1,0,concave,45
shape4,concave_nofill_area1,7,63,different,9,742.2,control,different,shape4_concave_nofill_area1,1,concave_nofill,45
shape6,convex_area1,7,64,different,9,2135.4,control,different,shape6_convex_area1,1,convex,45
shape2,concave_area2,7,65,different,8,8162.9,control,different,shape2_concave_area2,1,concave,45
shape7,no_change3,7,66,same,8,1304.9,control,same,shape7_no_change3,1,none,45
shape1,no_change4,7,67,same,9,5839.2,control,same,shape1_no_change4,1,none,45
catch_shape,no_change3,7,68,same,9,1087.5,control,same,catch_shape_no_change3,1,none,45
shape5,no_change2,7,69,different,9,1867.5,control,same,shape5_no_change2,0,none,45
shape8,no_change2,7,70,different,9,1899.4,control,same,shape8_no_change2,0,none,45
shape3,no_change5,7,71,same,6,1654.8,control,same,shape3_no_change5,1,none,45
shape6,concave_area2,8,72,same,7,1867.6,control,different,shape6_concave_area2,0,concave,45
shape8,no_change1,8,73,same,7,1673.8,control,same,shape8_no_change1,1,none,45
shape1,no_change6,8,74,same,8,2045.6,control,same,shape1_no_change6,1,none,45
shape7,concave_nofill_area1,8,75,different,9,1046,control,different,shape7_concave_nofill_area1,1,concave_nofill,45
catch_shape,no_change4,8,76,same,9,2169.8,control,same,catch_shape_no_change4,1,none,45
shape2,no_change1,8,77,same,8,1574.7,control,same,shape2_no_change1,1,none,45
shape3,concave_nofill_area2,8,78,different,7,1409.9,control,different,shape3_concave_nofill_area2,1,concave_nofill,45
shape5,concave_area1,8,79,same,7,1809.2,control,different,shape5_concave_area1,0,concave,45
shape4,concave_nofill_area2,8,80,different,7,1180.5,control,different,shape4_concave_nofill_area2,1,concave_nofill,45
shape4,no_change4,9,81,same,9,1022.6,control,same,shape4_no_change4,1,none,45
shape8,concave_area2,9,82,different,5,2628.9,control,different,shape8_concave_area2,1,concave,45
shape7,convex_area2,9,83,different,9,1590.9,control,different,shape7_convex_area2,1,convex,45
shape5,concave_area2,9,84,different,4,1077.7,control,different,shape5_concave_area2,1,concave,45
shape3,concave_area2,9,85,same,4,1199.6,control,different,shape3_concave_area2,0,concave,45
shape6,no_change5,9,86,same,7,1392.7,control,same,shape6_no_change5,1,none,45
shape2,no_change5,9,87,same,9,752.1,control,same,shape2_no_change5,1,none,45
catch_shape,change6,9,88,different,9,1722.7,control,different,catch_shape_change6,1,none,45
shape1,convex_area1,9,89,different,9,1756.7,control,different,shape1_convex_area1,1,convex,45
shape4,no_change5,10,90,same,7,2051.5,control,same,shape4_no_change5,1,none,45
shape6,concave_nofill_area1,10,91,different,9,982.7,control,different,shape6_concave_nofill_area1,1,concave_nofill,45
shape8,concave_nofill_area1,10,92,different,9,2008.5,control,different,shape8_concave_nofill_area1,1,concave_nofill,45
shape3,concave_nofill_area1,10,93,different,7,988.3,control,different,shape3_concave_nofill_area1,1,concave_nofill,45
shape2,convex_area1,10,94,different,8,1832.3,control,different,shape2_convex_area1,1,convex,45
shape5,no_change1,10,95,same,4,2167.2,control,same,shape5_no_change1,1,none,45
shape1,concave_area2,10,96,different,9,1727.5,control,different,shape1_concave_area2,1,concave,45
catch_shape,change5,10,97,different,9,1432.2,control,different,catch_shape_change5,1,none,45
shape7,concave_nofill_area2,10,98,different,9,2371.9,control,different,shape7_concave_nofill_area2,1,concave_nofill,45
shape6,concave_nofill_area2,11,99,different,9,11115.8,control,different,shape6_concave_nofill_area2,1,concave_nofill,45
shape3,concave_area1,11,100,same,5,1483.8,control,different,shape3_concave_area1,0,concave,45
shape5,concave_nofill_area2,11,101,different,9,804.1,control,different,shape5_concave_nofill_area2,1,concave_nofill,45
shape4,no_change6,11,102,same,9,1561.3,control,same,shape4_no_change6,1,none,45
shape7,no_change2,11,103,same,6,3699.8,control,same,shape7_no_change2,1,none,45
catch_shape,no_change6,11,104,same,9,296.6,control,same,catch_shape_no_change6,1,none,45
shape8,convex_area2,11,105,different,9,1568.5,control,different,shape8_convex_area2,1,convex,45
shape2,concave_area1,11,106,same,2,5066.1,control,different,shape2_concave_area1,0,concave,45
shape1,concave_nofill_area1,11,107,different,2,51026,control,different,shape1_concave_nofill_area1,1,concave_nofill,45
shape7,convex_area2,0,0,same,8,12314.7,control,different,shape7_convex_area2,0,convex,46
shape3,no_change1,0,1,different,3,5272,control,same,shape3_no_change1,0,none,46
shape2,concave_nofill_area2,0,2,different,9,4312.8,control,different,shape2_concave_nofill_area2,1,concave_nofill,46
shape8,convex_area1,0,3,different,5,2908.1,control,different,shape8_convex_area1,1,convex,46
shape5,no_change6,0,4,same,6,2461.8,control,same,shape5_no_change6,1,none,46
shape1,no_change4,0,5,same,5,2627.4,control,same,shape1_no_change4,1,none,46
shape4,convex_area2,0,6,different,9,5283.8,control,different,shape4_convex_area2,1,convex,46
catch_shape,change3,0,7,different,9,2889.8,control,different,catch_shape_change3,1,none,46
shape6,no_change1,0,8,different,3,4665.9,control,same,shape6_no_change1,0,none,46
shape1,concave_area2,1,9,different,5,5273.3,control,different,shape1_concave_area2,1,concave,46
shape6,no_change2,1,10,same,4,2498.1,control,same,shape6_no_change2,1,none,46
shape2,concave_area1,1,11,different,9,3564.4,control,different,shape2_concave_area1,1,concave,46
shape7,no_change1,1,12,same,6,2142,control,same,shape7_no_change1,1,none,46
shape8,no_change1,1,13,same,8,2790.7,control,same,shape8_no_change1,1,none,46
catch_shape,change2,1,14,different,9,3598.8,control,different,catch_shape_change2,1,none,46
shape4,no_change1,1,15,same,7,2216.7,control,same,shape4_no_change1,1,none,46
shape5,concave_area2,1,16,different,9,2447.5,control,different,shape5_concave_area2,1,concave,46
shape3,no_change2,1,17,same,8,2817,control,same,shape3_no_change2,1,none,46
catch_shape,no_change6,2,18,same,9,2179.6,control,same,catch_shape_no_change6,1,none,46
shape8,no_change6,2,19,same,9,3184.1,control,same,shape8_no_change6,1,none,46
shape3,concave_nofill_area2,2,20,same,8,3522,control,different,shape3_concave_nofill_area2,0,concave_nofill,46
shape4,concave_nofill_area2,2,21,different,9,2427.9,control,different,shape4_concave_nofill_area2,1,concave_nofill,46
shape5,concave_area1,2,22,different,4,3141.5,control,different,shape5_concave_area1,1,concave,46
shape7,concave_nofill_area2,2,23,different,8,5082.9,control,different,shape7_concave_nofill_area2,1,concave_nofill,46
shape1,no_change1,2,24,same,8,2510.6,control,same,shape1_no_change1,1,none,46
shape6,concave_nofill_area2,2,25,different,8,2453.8,control,different,shape6_concave_nofill_area2,1,concave_nofill,46
shape2,convex_area2,2,26,different,7,2112.9,control,different,shape2_convex_area2,1,convex,46
shape4,no_change2,3,27,different,1,3120.1,control,same,shape4_no_change2,0,none,46
shape8,no_change2,3,28,same,7,2582.8,control,same,shape8_no_change2,1,none,46
shape6,convex_area2,3,29,same,3,2924.8,control,different,shape6_convex_area2,0,convex,46
shape3,no_change5,3,30,same,5,1552.2,control,same,shape3_no_change5,1,none,46
shape7,concave_area2,3,31,different,8,2685.9,control,different,shape7_concave_area2,1,concave,46
shape5,no_change2,3,32,same,4,2553.8,control,same,shape5_no_change2,1,none,46
catch_shape,no_change3,3,33,same,9,2915,control,same,catch_shape_no_change3,1,none,46
shape1,no_change2,3,34,same,7,3374.3,control,same,shape1_no_change2,1,none,46
shape2,no_change4,3,35,same,5,3239.9,control,same,shape2_no_change4,1,none,46
shape1,convex_area1,4,36,same,6,3429.6,control,different,shape1_convex_area1,0,convex,46
shape2,no_change1,4,37,same,5,2825.3,control,same,shape2_no_change1,1,none,46
shape4,concave_area2,4,38,different,9,3640.4,control,different,shape4_concave_area2,1,concave,46
shape8,concave_area2,4,39,different,9,2197.6,control,different,shape8_concave_area2,1,concave,46
shape7,convex_area1,4,40,different,3,2555.2,control,different,shape7_convex_area1,1,convex,46
catch_shape,change4,4,41,different,9,2600.7,control,different,catch_shape_change4,1,none,46
shape3,convex_area2,4,42,different,5,3521.3,control,different,shape3_convex_area2,1,convex,46
shape6,convex_area1,4,43,different,6,8950.9,control,different,shape6_convex_area1,1,convex,46
shape5,no_change3,4,44,different,7,3942.6,control,same,shape5_no_change3,0,none,46
shape4,no_change3,5,45,same,8,2134.1,control,same,shape4_no_change3,1,none,46
shape5,convex_area1,5,46,different,9,2676.6,control,different,shape5_convex_area1,1,convex,46
catch_shape,no_change5,5,47,same,9,2893.3,control,same,catch_shape_no_change5,1,none,46
shape8,convex_area2,5,48,different,9,2390.9,control,different,shape8_convex_area2,1,convex,46
shape6,concave_nofill_area1,5,49,different,9,2641.9,control,different,shape6_concave_nofill_area1,1,concave_nofill,46
shape3,convex_area1,5,50,same,8,2237.2,control,different,shape3_convex_area1,0,convex,46
shape7,concave_area1,5,51,different,9,2327.8,control,different,shape7_concave_area1,1,concave,46
shape1,no_change3,5,52,different,3,2773.8,control,same,shape1_no_change3,0,none,46
shape2,concave_nofill_area1,5,53,different,8,2292.9,control,different,shape2_concave_nofill_area1,1,concave_nofill,46
shape1,convex_area2,6,54,different,7,3839.8,control,different,shape1_convex_area2,1,convex,46
shape5,concave_nofill_area2,6,55,different,9,3916.4,control,different,shape5_concave_nofill_area2,1,concave_nofill,46
shape8,no_change3,6,56,different,2,2842,control,same,shape8_no_change3,0,none,46
catch_shape,change5,6,57,different,9,2052.3,control,different,catch_shape_change5,1,none,46
shape3,concave_nofill_area1,6,58,different,6,2030.1,control,different,shape3_concave_nofill_area1,1,concave_nofill,46
shape7,no_change5,6,59,different,4,4247.9,control,same,shape7_no_change5,0,none,46
shape6,no_change6,6,60,same,3,3450.4,control,same,shape6_no_change6,1,none,46
shape4,no_change4,6,61,different,7,3403.6,control,same,shape4_no_change4,0,none,46
shape2,no_change5,6,62,different,7,2046.8,control,same,shape2_no_change5,0,none,46
shape1,concave_area1,7,63,different,6,3295.4,control,different,shape1_concave_area1,1,concave,46
shape2,convex_area1,7,64,different,9,2179,control,different,shape2_convex_area1,1,convex,46
shape4,no_change5,7,65,same,5,2384.8,control,same,shape4_no_change5,1,none,46
shape8,concave_nofill_area1,7,66,different,9,1930.2,control,different,shape8_concave_nofill_area1,1,concave_nofill,46
catch_shape,change1,7,67,different,9,1583.9,control,different,catch_shape_change1,1,none,46
shape6,no_change3,7,68,different,8,2724.9,control,same,shape6_no_change3,0,none,46
shape5,no_change5,7,69,different,7,2683.2,control,same,shape5_no_change5,0,none,46
shape3,no_change3,7,70,different,5,2932.5,control,same,shape3_no_change3,0,none,46
shape7,no_change4,7,71,same,9,2680.5,control,same,shape7_no_change4,1,none,46
shape1,concave_nofill_area2,8,72,same,6,2195.5,control,different,shape1_concave_nofill_area2,0,concave_nofill,46
shape8,no_change4,8,73,same,3,3033.4,control,same,shape8_no_change4,1,none,46
shape4,no_change6,8,74,different,6,1806.1,control,same,shape4_no_change6,0,none,46
shape2,no_change2,8,75,different,8,2085.6,control,same,shape2_no_change2,0,none,46
shape5,no_change1,8,76,different,6,2809,control,same,shape5_no_change1,0,none,46
catch_shape,no_change2,8,77,same,8,2149.3,control,same,catch_shape_no_change2,1,none,46
shape6,concave_area1,8,78,different,7,1983.6,control,different,shape6_concave_area1,1,concave,46
shape3,concave_area1,8,79,same,7,2770.1,control,different,shape3_concave_area1,0,concave,46
shape7,no_change2,8,80,same,7,2767,control,same,shape7_no_change2,1,none,46
shape1,concave_nofill_area1,9,81,different,8,2347.4,control,different,shape1_concave_nofill_area1,1,concave_nofill,46
shape2,no_change6,9,82,different,7,1918.2,control,same,shape2_no_change6,0,none,46
shape6,no_change4,9,83,different,3,2387.4,control,same,shape6_no_change4,0,none,46
catch_shape,no_change4,9,84,same,9,1799.9,control,same,catch_shape_no_change4,1,none,46
shape7,no_change3,9,85,same,8,2093.5,control,same,shape7_no_change3,1,none,46
shape5,no_change4,9,86,different,8,1823.6,control,same,shape5_no_change4,0,none,46
shape3,no_change4,9,87,same,9,3949.1,control,same,shape3_no_change4,1,none,46
shape4,concave_nofill_area1,9,88,different,9,1959,control,different,shape4_concave_nofill_area1,1,concave_nofill,46
shape8,no_change5,9,89,same,4,1937.9,control,same,shape8_no_change5,1,none,46
shape1,no_change5,10,90,different,3,2470.9,control,same,shape1_no_change5,0,none,46
shape5,concave_nofill_area1,10,91,different,9,1742.4,control,different,shape5_concave_nofill_area1,1,concave_nofill,46
catch_shape,change6,10,92,different,9,1987.8,control,different,catch_shape_change6,1,none,46
shape7,concave_nofill_area1,10,93,different,8,2710.6,control,different,shape7_concave_nofill_area1,1,concave_nofill,46
shape2,concave_area2,10,94,different,9,4114.7,control,different,shape2_concave_area2,1,concave,46
shape3,no_change6,10,95,different,1,4182.2,control,same,shape3_no_change6,0,none,46
shape8,concave_area1,10,96,different,9,1656.7,control,different,shape8_concave_area1,1,concave,46
shape4,concave_area1,10,97,same,8,2621.7,control,different,shape4_concave_area1,0,concave,46
shape6,no_change5,10,98,same,7,1791,control,same,shape6_no_change5,1,none,46
shape5,convex_area2,11,99,different,8,4677,control,different,shape5_convex_area2,1,convex,46
shape4,convex_area1,11,100,different,9,2631,control,different,shape4_convex_area1,1,convex,46
shape3,concave_area2,11,101,different,8,2065,control,different,shape3_concave_area2,1,concave,46
shape7,no_change6,11,102,same,6,2060.6,control,same,shape7_no_change6,1,none,46
shape2,no_change3,11,103,different,7,3128.8,control,same,shape2_no_change3,0,none,46
shape1,no_change6,11,104,same,3,5028.6,control,same,shape1_no_change6,1,none,46
catch_shape,no_change1,11,105,same,9,1973.4,control,same,catch_shape_no_change1,1,none,46
shape6,concave_area2,11,106,different,9,1873.8,control,different,shape6_concave_area2,1,concave,46
shape8,concave_nofill_area2,11,107,different,7,2294,control,different,shape8_concave_nofill_area2,1,concave_nofill,46
shape6,no_change5,0,0,different,4,11578.9,control,same,shape6_no_change5,0,none,47
shape5,concave_area1,0,1,different,3,5172.8,control,different,shape5_concave_area1,1,concave,47
shape3,no_change5,0,2,same,6,6482.4,control,same,shape3_no_change5,1,none,47
catch_shape,no_change4,0,3,same,9,2961.3,control,same,catch_shape_no_change4,1,none,47
shape4,concave_nofill_area2,0,4,different,9,2700.2,control,different,shape4_concave_nofill_area2,1,concave_nofill,47
shape2,no_change1,0,5,same,7,3313.6,control,same,shape2_no_change1,1,none,47
shape8,concave_nofill_area1,0,6,different,7,4522.7,control,different,shape8_concave_nofill_area1,1,concave_nofill,47
shape1,convex_area1,0,7,same,9,5252.8,control,different,shape1_convex_area1,0,convex,47
shape7,concave_area2,0,8,same,9,3005.8,control,different,shape7_concave_area2,0,concave,47
shape8,no_change3,1,9,same,9,2987.9,control,same,shape8_no_change3,1,none,47
shape1,concave_nofill_area2,1,10,different,9,3436.4,control,different,shape1_concave_nofill_area2,1,concave_nofill,47
shape2,no_change2,1,11,same,9,2396,control,same,shape2_no_change2,1,none,47
shape3,no_change3,1,12,same,6,2379.7,control,same,shape3_no_change3,1,none,47
shape5,no_change5,1,13,same,7,3875.8,control,same,shape5_no_change5,1,none,47
shape7,no_change4,1,14,same,9,1994,control,same,shape7_no_change4,1,none,47
catch_shape,no_change3,1,15,same,9,2260.8,control,same,catch_shape_no_change3,1,none,47
shape4,concave_area2,1,16,different,9,2059,control,different,shape4_concave_area2,1,concave,47
shape6,no_change4,1,17,same,8,2876.1,control,same,shape6_no_change4,1,none,47
shape1,no_change5,2,18,same,7,1886,control,same,shape1_no_change5,1,none,47
shape5,concave_nofill_area2,2,19,different,9,2268.7,control,different,shape5_concave_nofill_area2,1,concave_nofill,47
shape2,concave_area1,2,20,different,9,4149.9,control,different,shape2_concave_area1,1,concave,47
shape3,no_change1,2,21,same,6,2856.6,control,same,shape3_no_change1,1,none,47
shape8,no_change1,2,22,same,9,4757.3,control,same,shape8_no_change1,1,none,47
catch_shape,change4,2,23,different,9,2745.6,control,different,catch_shape_change4,1,none,47
shape7,concave_nofill_area2,2,24,different,9,2170.8,control,different,shape7_concave_nofill_area2,1,concave_nofill,47
shape4,no_change3,2,25,same,9,2532.3,control,same,shape4_no_change3,1,none,47
shape6,convex_area1,2,26,different,9,2467.2,control,different,shape6_convex_area1,1,convex,47
shape4,concave_area1,3,27,different,9,1765.3,control,different,shape4_concave_area1,1,concave,47
shape8,concave_area2,3,28,different,4,2478.7,control,different,shape8_concave_area2,1,concave,47
catch_shape,change3,3,29,different,9,3010.2,control,different,catch_shape_change3,1,none,47
shape3,concave_nofill_area1,3,30,different,8,3402.8,control,different,shape3_concave_nofill_area1,1,concave_nofill,47
shape2,convex_area1,3,31,different,9,2345.2,control,different,shape2_convex_area1,1,convex,47
shape7,no_change2,3,32,same,7,4477.7,control,same,shape7_no_change2,1,none,47
shape5,no_change4,3,33,same,3,4124.6,control,same,shape5_no_change4,1,none,47
shape1,concave_nofill_area1,3,34,different,3,2677.4,control,different,shape1_concave_nofill_area1,1,concave_nofill,47
shape6,no_change6,3,35,same,8,3371.8,control,same,shape6_no_change6,1,none,47
shape1,no_change4,4,36,same,9,1972.2,control,same,shape1_no_change4,1,none,47
shape2,concave_nofill_area2,4,37,different,9,1898.5,control,different,shape2_concave_nofill_area2,1,concave_nofill,47
shape3,concave_area2,4,38,different,5,4849.2,control,different,shape3_concave_area2,1,concave,47
catch_shape,no_change2,4,39,same,9,1977.5,control,same,catch_shape_no_change2,1,none,47
shape4,no_change1,4,40,same,9,2093.1,control,same,shape4_no_change1,1,none,47
shape5,convex_area1,4,41,different,9,1402.9,control,different,shape5_convex_area1,1,convex,47
shape6,concave_nofill_area2,4,42,different,9,1219.3,control,different,shape6_concave_nofill_area2,1,concave_nofill,47
shape7,no_change6,4,43,same,9,3426.3,control,same,shape7_no_change6,1,none,47
shape8,convex_area1,4,44,different,9,5155.1,control,different,shape8_convex_area1,1,convex,47
shape2,no_change5,5,45,same,8,2964.6,control,same,shape2_no_change5,1,none,47
shape3,no_change2,5,46,same,9,2420.4,control,same,shape3_no_change2,1,none,47
catch_shape,no_change6,5,47,same,9,1354.7,control,same,catch_shape_no_change6,1,none,47
shape6,concave_area1,5,48,same,5,3501.5,control,different,shape6_concave_area1,0,concave,47
shape1,no_change6,5,49,same,9,2701.4,control,same,shape1_no_change6,1,none,47
shape4,no_change5,5,50,same,9,1939.3,control,same,shape4_no_change5,1,none,47
shape5,concave_nofill_area1,5,51,different,9,2492.8,control,different,shape5_concave_nofill_area1,1,concave_nofill,47
shape8,concave_area1,5,52,same,3,3017,control,different,shape8_concave_area1,0,concave,47
shape7,concave_nofill_area1,5,53,different,9,2597.4,control,different,shape7_concave_nofill_area1,1,concave_nofill,47
shape6,no_change3,6,54,same,9,2148.6,control,same,shape6_no_change3,1,none,47
shape3,convex_area1,6,55,same,4,2722.9,control,different,shape3_convex_area1,0,convex,47
shape8,no_change2,6,56,same,9,1392.4,control,same,shape8_no_change2,1,none,47
shape4,concave_nofill_area1,6,57,different,9,2016.7,control,different,shape4_concave_nofill_area1,1,concave_nofill,47
catch_shape,change2,6,58,different,9,2313.7,control,different,catch_shape_change2,1,none,47
shape2,no_change6,6,59,same,9,3450.2,control,same,shape2_no_change6,1,none,47
shape7,convex_area1,6,60,different,9,2620.9,control,different,shape7_convex_area1,1,convex,47
shape5,convex_area2,6,61,different,9,2347.6,control,different,shape5_convex_area2,1,convex,47
shape1,concave_area2,6,62,different,9,2004.7,control,different,shape1_concave_area2,1,concave,47
shape1,no_change3,7,63,same,8,2974.5,control,same,shape1_no_change3,1,none,47
shape8,no_change5,7,64,same,9,1986.3,control,same,shape8_no_change5,1,none,47
shape2,concave_nofill_area1,7,65,different,9,1746.9,control,different,shape2_concave_nofill_area1,1,concave_nofill,47
shape6,concave_nofill_area1,7,66,different,9,2802.5,control,different,shape6_concave_nofill_area1,1,concave_nofill,47
shape7,no_change1,7,67,same,8,2772.7,control,same,shape7_no_change1,1,none,47
shape3,concave_area1,7,68,different,5,3146.2,control,different,shape3_concave_area1,1,concave,47
catch_shape,no_change5,7,69,same,9,1586.9,control,same,catch_shape_no_change5,1,none,47
shape4,convex_area2,7,70,different,9,1929.3,control,different,shape4_convex_area2,1,convex,47
shape5,no_change3,7,71,same,8,4569.5,control,same,shape5_no_change3,1,none,47
shape1,no_change2,8,72,same,9,2105.8,control,same,shape1_no_change2,1,none,47
shape4,convex_area1,8,73,different,9,1723.9,control,different,shape4_convex_area1,1,convex,47
shape3,no_change4,8,74,same,8,8331.9,control,same,shape3_no_change4,1,none,47
shape5,concave_area2,8,75,same,5,1896.4,control,different,shape5_concave_area2,0,concave,47
catch_shape,change6,8,76,different,9,1268.3,control,different,catch_shape_change6,1,none,47
shape2,convex_area2,8,77,different,9,1812.3,control,different,shape2_convex_area2,1,convex,47
shape6,concave_area2,8,78,different,9,1028.4,control,different,shape6_concave_area2,1,concave,47
shape7,concave_area1,8,79,same,7,2027.9,control,different,shape7_concave_area1,0,concave,47
shape8,convex_area2,8,80,different,9,1039.6,control,different,shape8_convex_area2,1,convex,47
shape6,no_change2,9,81,same,9,5242.4,control,same,shape6_no_change2,1,none,47
shape3,concave_nofill_area2,9,82,different,8,3962.5,control,different,shape3_concave_nofill_area2,1,concave_nofill,47
shape4,no_change4,9,83,same,8,6330.5,control,same,shape4_no_change4,1,none,47
shape1,no_change1,9,84,same,9,1651.3,control,same,shape1_no_change1,1,none,47
shape5,no_change1,9,85,same,9,3203.6,control,same,shape5_no_change1,1,none,47
catch_shape,no_change1,9,86,same,9,1100.7,control,same,catch_shape_no_change1,1,none,47
shape2,no_change3,9,87,same,9,1555.2,control,same,shape2_no_change3,1,none,47
